dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
2011-12-16,2011,December,23,Friday,Winter,Cloudy,75,71,4
2011-12-17,2011,December,0,Saturday,Winter,Clear,62,59,3
2011-12-17,2011,December,1,Saturday,Winter,Cloudy,43,39,4
2011-12-17,2011,December,2,Saturday,Winter,Cloudy,58,47,11
2011-12-17,2011,December,3,Saturday,Winter,Clear,26,22,4
2011-12-17,2011,December,4,Saturday,Winter,Clear,9,9,0
2011-12-17,2011,December,5,Saturday,Winter,Cloudy,9,7,2
2011-12-17,2011,December,6,Saturday,Winter,Cloudy,17,17,0
2011-12-17,2011,December,7,Saturday,Winter,Cloudy,20,20,0
2011-12-17,2011,December,8,Saturday,Winter,Cloudy,59,55,4
2011-12-17,2011,December,9,Saturday,Winter,Cloudy,100,95,5
2011-12-17,2011,December,10,Saturday,Winter,Cloudy,181,171,10
2011-12-17,2011,December,11,Saturday,Winter,Cloudy,209,188,21
2011-12-17,2011,December,12,Saturday,Winter,Cloudy,244,216,28
2011-12-17,2011,December,13,Saturday,Winter,Cloudy,236,204,32
2011-12-17,2011,December,14,Saturday,Winter,Clear,237,207,30
2011-12-17,2011,December,15,Saturday,Winter,Clear,228,195,33
2011-12-17,2011,December,16,Saturday,Winter,Clear,222,192,30
2011-12-17,2011,December,17,Saturday,Winter,Clear,165,153,12
2011-12-17,2011,December,18,Saturday,Winter,Clear,157,150,7
2011-12-17,2011,December,19,Saturday,Winter,Light Snow/Rain,106,95,11
2011-12-17,2011,December,20,Saturday,Winter,Clear,106,99,7
2011-12-17,2011,December,21,Saturday,Winter,Clear,96,88,8
2011-12-17,2011,December,22,Saturday,Winter,Clear,80,73,7
2011-12-17,2011,December,23,Saturday,Winter,Clear,69,63,6
2011-12-18,2011,December,0,Sunday,Winter,Clear,71,64,7
2011-12-18,2011,December,1,Sunday,Winter,Clear,46,43,3
2011-12-18,2011,December,2,Sunday,Winter,Clear,41,39,2
2011-12-18,2011,December,3,Sunday,Winter,Clear,18,16,2
2011-12-18,2011,December,4,Sunday,Winter,Clear,1,1,0
2011-12-18,2011,December,5,Sunday,Winter,Clear,5,4,1
2011-12-18,2011,December,6,Sunday,Winter,Clear,3,3,0
2011-12-18,2011,December,7,Sunday,Winter,Clear,12,11,1
2011-12-18,2011,December,8,Sunday,Winter,Clear,32,31,1
2011-12-18,2011,December,9,Sunday,Winter,Clear,81,75,6
2011-12-18,2011,December,10,Sunday,Winter,Clear,129,122,7
2011-12-18,2011,December,11,Sunday,Winter,Cloudy,188,168,20
2011-12-18,2011,December,12,Sunday,Winter,Clear,228,202,26
2011-12-18,2011,December,13,Sunday,Winter,Clear,228,210,18
2011-12-18,2011,December,14,Sunday,Winter,Clear,219,200,19
2011-12-18,2011,December,15,Sunday,Winter,Clear,207,184,23
2011-12-18,2011,December,16,Sunday,Winter,Clear,234,207,27
2011-12-18,2011,December,17,Sunday,Winter,Clear,136,126,10
2011-12-18,2011,December,18,Sunday,Winter,Clear,138,123,15
2011-12-18,2011,December,19,Sunday,Winter,Clear,135,130,5
2011-12-18,2011,December,20,Sunday,Winter,Clear,104,94,10
2011-12-18,2011,December,21,Sunday,Winter,Clear,89,80,9
2011-12-18,2011,December,22,Sunday,Winter,Clear,49,47,2
2011-12-18,2011,December,23,Sunday,Winter,Clear,37,31,6
2011-12-19,2011,December,0,Monday,Winter,Clear,17,14,3
2011-12-19,2011,December,1,Monday,Winter,Clear,11,8,3
2011-12-19,2011,December,2,Monday,Winter,Clear,3,3,0
2011-12-19,2011,December,3,Monday,Winter,Clear,3,3,0
2011-12-19,2011,December,4,Monday,Winter,Clear,4,4,0
2011-12-19,2011,December,5,Monday,Winter,Clear,21,21,0
2011-12-19,2011,December,6,Monday,Winter,Clear,68,68,0
2011-12-19,2011,December,7,Monday,Winter,Clear,191,187,4
2011-12-19,2011,December,8,Monday,Winter,Clear,397,389,8
2011-12-19,2011,December,9,Monday,Winter,Clear,183,166,17
2011-12-19,2011,December,10,Monday,Winter,Clear,108,96,12
2011-12-19,2011,December,11,Monday,Winter,Clear,127,105,22
2011-12-19,2011,December,12,Monday,Winter,Clear,141,128,13
2011-12-19,2011,December,13,Monday,Winter,Clear,142,127,15
2011-12-19,2011,December,14,Monday,Winter,Clear,137,107,30
2011-12-19,2011,December,15,Monday,Winter,Clear,159,135,24
2011-12-19,2011,December,16,Monday,Winter,Clear,208,189,19
2011-12-19,2011,December,17,Monday,Winter,Clear,378,362,16
2011-12-19,2011,December,18,Monday,Winter,Clear,354,343,11
2011-12-19,2011,December,19,Monday,Winter,Cloudy,251,234,17
2011-12-19,2011,December,20,Monday,Winter,Clear,206,197,9
2011-12-19,2011,December,21,Monday,Winter,Cloudy,127,112,15
2011-12-19,2011,December,22,Monday,Winter,Cloudy,107,95,12
2011-12-19,2011,December,23,Monday,Winter,Clear,60,50,10
2011-12-20,2011,December,0,Tuesday,Winter,Clear,21,21,0
2011-12-20,2011,December,1,Tuesday,Winter,Clear,6,6,0
2011-12-20,2011,December,2,Tuesday,Winter,Cloudy,11,10,1
2011-12-20,2011,December,3,Tuesday,Winter,Cloudy,2,1,1
2011-12-20,2011,December,4,Tuesday,Winter,Cloudy,4,4,0
2011-12-20,2011,December,5,Tuesday,Winter,Cloudy,15,15,0
2011-12-20,2011,December,6,Tuesday,Winter,Cloudy,72,71,1
2011-12-20,2011,December,7,Tuesday,Winter,Cloudy,268,261,7
2011-12-20,2011,December,8,Tuesday,Winter,Cloudy,432,422,10
2011-12-20,2011,December,9,Tuesday,Winter,Cloudy,259,245,14
2011-12-20,2011,December,10,Tuesday,Winter,Cloudy,129,109,20
2011-12-20,2011,December,11,Tuesday,Winter,Cloudy,129,116,13
2011-12-20,2011,December,12,Tuesday,Winter,Cloudy,175,159,16
2011-12-20,2011,December,13,Tuesday,Winter,Cloudy,181,163,18
2011-12-20,2011,December,14,Tuesday,Winter,Cloudy,138,127,11
2011-12-20,2011,December,15,Tuesday,Winter,Cloudy,154,139,15
2011-12-20,2011,December,16,Tuesday,Winter,Clear,238,218,20
2011-12-20,2011,December,17,Tuesday,Winter,Clear,431,417,14
2011-12-20,2011,December,18,Tuesday,Winter,Clear,411,385,26
2011-12-20,2011,December,19,Tuesday,Winter,Clear,224,218,6
2011-12-20,2011,December,20,Tuesday,Winter,Clear,147,144,3
2011-12-20,2011,December,21,Tuesday,Winter,Clear,143,139,4
2011-12-20,2011,December,22,Tuesday,Winter,Cloudy,107,104,3
2011-12-20,2011,December,23,Tuesday,Winter,Cloudy,53,40,13
2011-12-21,2011,December,0,Wednesday,Spring,Cloudy,25,18,7
2011-12-21,2011,December,1,Wednesday,Spring,Cloudy,11,10,1
2011-12-21,2011,December,2,Wednesday,Spring,Cloudy,4,4,0
2011-12-21,2011,December,3,Wednesday,Spring,Cloudy,2,2,0
2011-12-21,2011,December,4,Wednesday,Spring,Cloudy,2,2,0
2011-12-21,2011,December,5,Wednesday,Spring,Cloudy,28,28,0
2011-12-21,2011,December,6,Wednesday,Spring,Cloudy,76,75,1
2011-12-21,2011,December,7,Wednesday,Spring,Cloudy,229,224,5
2011-12-21,2011,December,8,Wednesday,Spring,Light Snow/Rain,405,393,12
2011-12-21,2011,December,9,Wednesday,Spring,Cloudy,234,220,14
2011-12-21,2011,December,10,Wednesday,Spring,Cloudy,89,83,6
2011-12-21,2011,December,11,Wednesday,Spring,Cloudy,56,53,3
2011-12-21,2011,December,12,Wednesday,Spring,Light Snow/Rain,61,58,3
2011-12-21,2011,December,13,Wednesday,Spring,Light Snow/Rain,58,55,3
2011-12-21,2011,December,14,Wednesday,Spring,Cloudy,51,40,11
2011-12-21,2011,December,15,Wednesday,Spring,Cloudy,61,57,4
2011-12-21,2011,December,16,Wednesday,Spring,Light Snow/Rain,101,95,6
2011-12-21,2011,December,17,Wednesday,Spring,Light Snow/Rain,229,226,3
2011-12-21,2011,December,18,Wednesday,Spring,Cloudy,280,278,2
2011-12-21,2011,December,19,Wednesday,Spring,Cloudy,209,200,9
2011-12-21,2011,December,20,Wednesday,Spring,Cloudy,167,162,5
2011-12-21,2011,December,21,Wednesday,Spring,Clear,123,114,9
2011-12-21,2011,December,22,Wednesday,Spring,Clear,105,102,3
2011-12-21,2011,December,23,Wednesday,Spring,Clear,54,54,0
2011-12-22,2011,December,0,Thursday,Spring,Cloudy,27,24,3
2011-12-22,2011,December,1,Thursday,Spring,Clear,15,15,0
2011-12-22,2011,December,2,Thursday,Spring,Clear,11,10,1
2011-12-22,2011,December,3,Thursday,Spring,Clear,6,6,0
2011-12-22,2011,December,4,Thursday,Spring,Clear,3,3,0
2011-12-22,2011,December,5,Thursday,Spring,Clear,16,15,1
2011-12-22,2011,December,6,Thursday,Spring,Clear,64,63,1
2011-12-22,2011,December,7,Thursday,Spring,Clear,186,182,4
2011-12-22,2011,December,8,Thursday,Spring,Cloudy,343,333,10
2011-12-22,2011,December,9,Thursday,Spring,Cloudy,228,218,10
2011-12-22,2011,December,10,Thursday,Spring,Cloudy,141,128,13
2011-12-22,2011,December,11,Thursday,Spring,Cloudy,145,135,10
2011-12-22,2011,December,12,Thursday,Spring,Cloudy,202,180,22
2011-12-22,2011,December,13,Thursday,Spring,Cloudy,188,167,21
2011-12-22,2011,December,14,Thursday,Spring,Cloudy,159,136,23
2011-12-22,2011,December,15,Thursday,Spring,Cloudy,214,186,28
2011-12-22,2011,December,16,Thursday,Spring,Cloudy,256,226,30
2011-12-22,2011,December,17,Thursday,Spring,Cloudy,356,332,24
2011-12-22,2011,December,18,Thursday,Spring,Cloudy,288,277,11
2011-12-22,2011,December,19,Thursday,Spring,Cloudy,142,130,12
2011-12-22,2011,December,20,Thursday,Spring,Light Snow/Rain,33,33,0
2011-12-22,2011,December,21,Thursday,Spring,Light Snow/Rain,17,15,2
2011-12-22,2011,December,22,Thursday,Spring,Light Snow/Rain,17,17,0
2011-12-22,2011,December,23,Thursday,Spring,Light Snow/Rain,11,10,1
2011-12-23,2011,December,0,Friday,Spring,Light Snow/Rain,9,7,2
2011-12-23,2011,December,1,Friday,Spring,Light Snow/Rain,12,11,1
2011-12-23,2011,December,2,Friday,Spring,Light Snow/Rain,13,12,1
2011-12-23,2011,December,3,Friday,Spring,Light Snow/Rain,4,4,0
2011-12-23,2011,December,4,Friday,Spring,Light Snow/Rain,2,2,0
2011-12-23,2011,December,5,Friday,Spring,Clear,8,8,0
2011-12-23,2011,December,6,Friday,Spring,Clear,40,40,0
2011-12-23,2011,December,7,Friday,Spring,Clear,92,88,4
2011-12-23,2011,December,8,Friday,Spring,Clear,182,173,9
2011-12-23,2011,December,9,Friday,Spring,Clear,156,152,4
2011-12-23,2011,December,10,Friday,Spring,Clear,104,96,8
2011-12-23,2011,December,11,Friday,Spring,Clear,174,148,26
2011-12-23,2011,December,12,Friday,Spring,Clear,170,156,14
2011-12-23,2011,December,13,Friday,Spring,Clear,194,177,17
2011-12-23,2011,December,14,Friday,Spring,Clear,200,177,23
2011-12-23,2011,December,15,Friday,Spring,Clear,203,191,12
2011-12-23,2011,December,16,Friday,Spring,Clear,181,166,15
2011-12-23,2011,December,17,Friday,Spring,Clear,140,129,11
2011-12-23,2011,December,18,Friday,Spring,Clear,95,91,4
2011-12-23,2011,December,19,Friday,Spring,Clear,76,75,1
2011-12-23,2011,December,20,Friday,Spring,Clear,50,47,3
2011-12-23,2011,December,21,Friday,Spring,Clear,32,32,0
2011-12-23,2011,December,22,Friday,Spring,Clear,47,43,4
2011-12-23,2011,December,23,Friday,Spring,Clear,25,21,4
2011-12-24,2011,December,0,Saturday,Spring,Cloudy,23,20,3
2011-12-24,2011,December,1,Saturday,Spring,Cloudy,16,15,1
2011-12-24,2011,December,2,Saturday,Spring,Cloudy,26,22,4
2011-12-24,2011,December,3,Saturday,Spring,Cloudy,5,5,0
2011-12-24,2011,December,4,Saturday,Spring,Cloudy,3,3,0
2011-12-24,2011,December,5,Saturday,Spring,Cloudy,4,3,1
2011-12-24,2011,December,6,Saturday,Spring,Cloudy,10,10,0
2011-12-24,2011,December,7,Saturday,Spring,Clear,10,10,0
2011-12-24,2011,December,8,Saturday,Spring,Clear,27,27,0
2011-12-24,2011,December,9,Saturday,Spring,Clear,56,53,3
2011-12-24,2011,December,10,Saturday,Spring,Clear,56,52,4
2011-12-24,2011,December,11,Saturday,Spring,Clear,71,62,9
2011-12-24,2011,December,12,Saturday,Spring,Clear,94,79,15
2011-12-24,2011,December,13,Saturday,Spring,Clear,121,97,24
2011-12-24,2011,December,14,Saturday,Spring,Clear,85,70,15
2011-12-24,2011,December,15,Saturday,Spring,Clear,97,82,15
2011-12-24,2011,December,16,Saturday,Spring,Clear,99,74,25
2011-12-24,2011,December,17,Saturday,Spring,Clear,68,53,15
2011-12-24,2011,December,18,Saturday,Spring,Clear,35,33,2
2011-12-24,2011,December,19,Saturday,Spring,Clear,25,24,1
2011-12-24,2011,December,20,Saturday,Spring,Clear,24,19,5
2011-12-24,2011,December,21,Saturday,Spring,Clear,19,15,4
2011-12-24,2011,December,22,Saturday,Spring,Clear,20,12,8
2011-12-24,2011,December,23,Saturday,Spring,Clear,17,16,1
2011-12-25,2011,December,0,Sunday,Spring,Clear,6,4,2
2011-12-25,2011,December,1,Sunday,Spring,Clear,4,2,2
2011-12-25,2011,December,2,Sunday,Spring,Clear,2,2,0
2011-12-25,2011,December,3,Sunday,Spring,Clear,4,3,1
2011-12-25,2011,December,5,Sunday,Spring,Clear,1,1,0
2011-12-25,2011,December,6,Sunday,Spring,Clear,1,1,0
2011-12-25,2011,December,7,Sunday,Spring,Clear,4,4,0
2011-12-25,2011,December,8,Sunday,Spring,Clear,5,4,1
2011-12-25,2011,December,9,Sunday,Spring,Clear,23,20,3
2011-12-25,2011,December,10,Sunday,Spring,Clear,43,12,31
2011-12-25,2011,December,11,Sunday,Spring,Clear,85,42,43
2011-12-25,2011,December,12,Sunday,Spring,Clear,66,41,25
2011-12-25,2011,December,13,Sunday,Spring,Clear,79,39,40
2011-12-25,2011,December,14,Sunday,Spring,Clear,86,45,41
2011-12-25,2011,December,15,Sunday,Spring,Clear,91,48,43
2011-12-25,2011,December,16,Sunday,Spring,Clear,86,51,35
2011-12-25,2011,December,17,Sunday,Spring,Clear,44,33,11
2011-12-25,2011,December,18,Sunday,Spring,Clear,30,23,7
2011-12-25,2011,December,19,Sunday,Spring,Clear,16,14,2
2011-12-25,2011,December,20,Sunday,Spring,Clear,26,18,8
2011-12-25,2011,December,21,Sunday,Spring,Clear,19,15,4
2011-12-25,2011,December,22,Sunday,Spring,Clear,17,15,2
2011-12-25,2011,December,23,Sunday,Spring,Clear,16,14,2
2011-12-26,2011,December,0,Monday,Spring,Clear,11,6,5
2011-12-26,2011,December,1,Monday,Spring,Clear,10,7,3
2011-12-26,2011,December,2,Monday,Spring,Clear,7,5,2
2011-12-26,2011,December,4,Monday,Spring,Clear,2,2,0
2011-12-26,2011,December,5,Monday,Spring,Clear,4,4,0
2011-12-26,2011,December,6,Monday,Spring,Clear,4,4,0
2011-12-26,2011,December,7,Monday,Spring,Clear,19,17,2
2011-12-26,2011,December,8,Monday,Spring,Clear,18,13,5
2011-12-26,2011,December,9,Monday,Spring,Clear,62,38,24
2011-12-26,2011,December,10,Monday,Spring,Clear,70,39,31
2011-12-26,2011,December,11,Monday,Spring,Clear,91,51,40
2011-12-26,2011,December,12,Monday,Spring,Clear,100,66,34
2011-12-26,2011,December,13,Monday,Spring,Clear,140,83,57
2011-12-26,2011,December,14,Monday,Spring,Clear,153,80,73
2011-12-26,2011,December,15,Monday,Spring,Clear,131,105,26
2011-12-26,2011,December,16,Monday,Spring,Clear,97,69,28
2011-12-26,2011,December,17,Monday,Spring,Clear,97,67,30
2011-12-26,2011,December,18,Monday,Spring,Clear,75,54,21
2011-12-26,2011,December,19,Monday,Spring,Clear,65,49,16
2011-12-26,2011,December,20,Monday,Spring,Clear,56,42,14
2011-12-26,2011,December,21,Monday,Spring,Clear,49,39,10
2011-12-26,2011,December,22,Monday,Spring,Clear,27,22,5
2011-12-26,2011,December,23,Monday,Spring,Clear,29,25,4
2011-12-27,2011,December,0,Tuesday,Spring,Clear,12,9,3
2011-12-27,2011,December,1,Tuesday,Spring,Clear,6,6,0
2011-12-27,2011,December,2,Tuesday,Spring,Clear,4,2,2
2011-12-27,2011,December,3,Tuesday,Spring,Cloudy,3,3,0
2011-12-27,2011,December,4,Tuesday,Spring,Cloudy,3,3,0
2011-12-27,2011,December,5,Tuesday,Spring,Cloudy,8,8,0
2011-12-27,2011,December,6,Tuesday,Spring,Cloudy,35,35,0
2011-12-27,2011,December,7,Tuesday,Spring,Cloudy,80,79,1
2011-12-27,2011,December,8,Tuesday,Spring,Cloudy,164,155,9
2011-12-27,2011,December,9,Tuesday,Spring,Light Snow/Rain,104,85,19
2011-12-27,2011,December,10,Tuesday,Spring,Cloudy,60,47,13
2011-12-27,2011,December,11,Tuesday,Spring,Light Snow/Rain,30,24,6
2011-12-27,2011,December,12,Tuesday,Spring,Light Snow/Rain,24,16,8
2011-12-27,2011,December,13,Tuesday,Spring,Light Snow/Rain,20,19,1
2011-12-27,2011,December,14,Tuesday,Spring,Light Snow/Rain,14,14,0
2011-12-27,2011,December,15,Tuesday,Spring,Light Snow/Rain,19,17,2
2011-12-27,2011,December,16,Tuesday,Spring,Light Snow/Rain,46,44,2
2011-12-27,2011,December,17,Tuesday,Spring,Light Snow/Rain,115,109,6
2011-12-27,2011,December,18,Tuesday,Spring,Clear,135,126,9
2011-12-27,2011,December,19,Tuesday,Spring,Clear,90,87,3
2011-12-27,2011,December,20,Tuesday,Spring,Clear,69,66,3
2011-12-27,2011,December,21,Tuesday,Spring,Clear,63,52,11
2011-12-27,2011,December,22,Tuesday,Spring,Clear,32,29,3
2011-12-27,2011,December,23,Tuesday,Spring,Clear,26,24,2
2011-12-28,2011,December,0,Wednesday,Spring,Clear,10,10,0
2011-12-28,2011,December,1,Wednesday,Spring,Clear,12,12,0
2011-12-28,2011,December,2,Wednesday,Spring,Clear,7,7,0
2011-12-28,2011,December,3,Wednesday,Spring,Clear,4,4,0
2011-12-28,2011,December,5,Wednesday,Spring,Clear,9,9,0
2011-12-28,2011,December,6,Wednesday,Spring,Clear,43,42,1
2011-12-28,2011,December,7,Wednesday,Spring,Clear,110,106,4
2011-12-28,2011,December,8,Wednesday,Spring,Clear,217,206,11
2011-12-28,2011,December,9,Wednesday,Spring,Clear,189,171,18
2011-12-28,2011,December,10,Wednesday,Spring,Clear,96,84,12
2011-12-28,2011,December,11,Wednesday,Spring,Clear,111,93,18
2011-12-28,2011,December,12,Wednesday,Spring,Clear,140,108,32
2011-12-28,2011,December,13,Wednesday,Spring,Clear,159,135,24
2011-12-28,2011,December,14,Wednesday,Spring,Clear,120,96,24
2011-12-28,2011,December,15,Wednesday,Spring,Clear,117,101,16
2011-12-28,2011,December,16,Wednesday,Spring,Clear,167,144,23
2011-12-28,2011,December,17,Wednesday,Spring,Clear,250,225,25
2011-12-28,2011,December,18,Wednesday,Spring,Clear,169,159,10
2011-12-28,2011,December,19,Wednesday,Spring,Clear,151,135,16
2011-12-28,2011,December,20,Wednesday,Spring,Clear,79,70,9
2011-12-28,2011,December,21,Wednesday,Spring,Clear,70,63,7
2011-12-28,2011,December,22,Wednesday,Spring,Clear,33,31,2
2011-12-28,2011,December,23,Wednesday,Spring,Clear,39,36,3
2011-12-29,2011,December,0,Thursday,Spring,Cloudy,28,24,4
2011-12-29,2011,December,1,Thursday,Spring,Clear,15,15,0
2011-12-29,2011,December,2,Thursday,Spring,Clear,3,3,0
2011-12-29,2011,December,3,Thursday,Spring,Clear,2,2,0
2011-12-29,2011,December,4,Thursday,Spring,Clear,3,2,1
2011-12-29,2011,December,5,Thursday,Spring,Clear,10,10,0
2011-12-29,2011,December,6,Thursday,Spring,Clear,41,39,2
2011-12-29,2011,December,7,Thursday,Spring,Clear,106,104,2
2011-12-29,2011,December,8,Thursday,Spring,Cloudy,210,207,3
2011-12-29,2011,December,9,Thursday,Spring,Cloudy,170,155,15
2011-12-29,2011,December,10,Thursday,Spring,Cloudy,110,97,13
2011-12-29,2011,December,11,Thursday,Spring,Cloudy,122,99,23
2011-12-29,2011,December,12,Thursday,Spring,Cloudy,130,118,12
2011-12-29,2011,December,13,Thursday,Spring,Cloudy,131,95,36
2011-12-29,2011,December,14,Thursday,Spring,Cloudy,142,112,30
2011-12-29,2011,December,15,Thursday,Spring,Cloudy,177,150,27
2011-12-29,2011,December,16,Thursday,Spring,Clear,177,155,22
2011-12-29,2011,December,17,Thursday,Spring,Clear,240,226,14
2011-12-29,2011,December,18,Thursday,Spring,Clear,207,192,15
2011-12-29,2011,December,19,Thursday,Spring,Clear,135,124,11
2011-12-29,2011,December,20,Thursday,Spring,Clear,96,88,8
2011-12-29,2011,December,21,Thursday,Spring,Cloudy,68,60,8
2011-12-29,2011,December,22,Thursday,Spring,Clear,55,48,7
2011-12-29,2011,December,23,Thursday,Spring,Clear,45,44,1
2011-12-30,2011,December,0,Friday,Spring,Clear,30,26,4
2011-12-30,2011,December,1,Friday,Spring,Clear,20,11,9
2011-12-30,2011,December,2,Friday,Spring,Clear,12,10,2
2011-12-30,2011,December,3,Friday,Spring,Clear,6,6,0
2011-12-30,2011,December,4,Friday,Spring,Clear,2,2,0
2011-12-30,2011,December,5,Friday,Spring,Clear,10,10,0
2011-12-30,2011,December,6,Friday,Spring,Clear,32,31,1
2011-12-30,2011,December,7,Friday,Spring,Clear,95,92,3
2011-12-30,2011,December,8,Friday,Spring,Cloudy,205,193,12
2011-12-30,2011,December,9,Friday,Spring,Clear,194,175,19
2011-12-30,2011,December,10,Friday,Spring,Clear,118,108,10
2011-12-30,2011,December,11,Friday,Spring,Clear,171,126,45
2011-12-30,2011,December,12,Friday,Spring,Clear,197,159,38
2011-12-30,2011,December,13,Friday,Spring,Cloudy,207,154,53
2011-12-30,2011,December,14,Friday,Spring,Cloudy,245,178,67
2011-12-30,2011,December,15,Friday,Spring,Clear,292,236,56
2011-12-30,2011,December,16,Friday,Spring,Clear,283,247,36
2011-12-30,2011,December,17,Friday,Spring,Clear,242,188,54
2011-12-30,2011,December,18,Friday,Spring,Clear,182,163,19
2011-12-30,2011,December,19,Friday,Spring,Cloudy,112,96,16
2011-12-30,2011,December,20,Friday,Spring,Cloudy,91,75,16
2011-12-30,2011,December,21,Friday,Spring,Cloudy,95,84,11
2011-12-30,2011,December,22,Friday,Spring,Cloudy,85,78,7
2011-12-30,2011,December,23,Friday,Spring,Cloudy,73,60,13
2011-12-31,2011,December,0,Saturday,Spring,Cloudy,44,37,7
2011-12-31,2011,December,1,Saturday,Spring,Cloudy,35,31,4
2011-12-31,2011,December,2,Saturday,Spring,Cloudy,28,27,1
2011-12-31,2011,December,3,Saturday,Spring,Cloudy,18,17,1
2011-12-31,2011,December,4,Saturday,Spring,Clear,10,9,1
2011-12-31,2011,December,5,Saturday,Spring,Cloudy,1,0,1
2011-12-31,2011,December,6,Saturday,Spring,Cloudy,6,5,1
2011-12-31,2011,December,7,Saturday,Spring,Light Snow/Rain,19,13,6
2011-12-31,2011,December,8,Saturday,Spring,Clear,49,42,7
2011-12-31,2011,December,9,Saturday,Spring,Clear,90,72,18
2011-12-31,2011,December,10,Saturday,Spring,Clear,128,108,20
2011-12-31,2011,December,11,Saturday,Spring,Clear,217,152,65
2011-12-31,2011,December,12,Saturday,Spring,Clear,273,180,93
2011-12-31,2011,December,13,Saturday,Spring,Clear,313,205,108
2011-12-31,2011,December,14,Saturday,Spring,Clear,300,185,115
2011-12-31,2011,December,15,Saturday,Spring,Clear,253,164,89
2011-12-31,2011,December,16,Saturday,Spring,Clear,195,143,52
2011-12-31,2011,December,17,Saturday,Spring,Clear,129,101,28
2011-12-31,2011,December,18,Saturday,Spring,Clear,93,80,13
2011-12-31,2011,December,19,Saturday,Spring,Clear,92,73,19
2011-12-31,2011,December,20,Saturday,Spring,Clear,71,63,8
2011-12-31,2011,December,21,Saturday,Spring,Clear,52,50,2
2011-12-31,2011,December,22,Saturday,Spring,Clear,38,36,2
2011-12-31,2011,December,23,Saturday,Spring,Clear,31,27,4
2012-01-01,2012,January,0,Sunday,Spring,Clear,48,43,5
2012-01-01,2012,January,1,Sunday,Spring,Clear,93,78,15
2012-01-01,2012,January,2,Sunday,Spring,Clear,75,59,16
2012-01-01,2012,January,3,Sunday,Spring,Clear,52,41,11
2012-01-01,2012,January,4,Sunday,Spring,Clear,8,8,0
2012-01-01,2012,January,5,Sunday,Spring,Clear,5,5,0
2012-01-01,2012,January,6,Sunday,Spring,Clear,2,1,1
2012-01-01,2012,January,7,Sunday,Spring,Clear,7,6,1
2012-01-01,2012,January,8,Sunday,Spring,Clear,14,10,4
2012-01-01,2012,January,9,Sunday,Spring,Clear,40,27,13
2012-01-01,2012,January,10,Sunday,Spring,Clear,70,52,18
2012-01-01,2012,January,11,Sunday,Spring,Clear,138,98,40
2012-01-01,2012,January,12,Sunday,Spring,Clear,201,143,58
2012-01-01,2012,January,13,Sunday,Spring,Clear,223,141,82
2012-01-01,2012,January,14,Sunday,Spring,Clear,267,147,120
2012-01-01,2012,January,15,Sunday,Spring,Clear,265,164,101
2012-01-01,2012,January,16,Sunday,Spring,Cloudy,215,147,68
2012-01-01,2012,January,17,Sunday,Spring,Cloudy,111,75,36
2012-01-01,2012,January,18,Sunday,Spring,Light Snow/Rain,106,81,25
2012-01-01,2012,January,19,Sunday,Spring,Light Snow/Rain,105,85,20
2012-01-01,2012,January,20,Sunday,Spring,Cloudy,83,58,25
2012-01-01,2012,January,21,Sunday,Spring,Cloudy,71,61,10
2012-01-01,2012,January,22,Sunday,Spring,Clear,66,53,13
2012-01-01,2012,January,23,Sunday,Spring,Clear,29,25,4
2012-01-02,2012,January,0,Monday,Spring,Clear,39,31,8
2012-01-02,2012,January,1,Monday,Spring,Clear,12,11,1
2012-01-02,2012,January,2,Monday,Spring,Clear,7,6,1
2012-01-02,2012,January,4,Monday,Spring,Clear,4,4,0
2012-01-02,2012,January,5,Monday,Spring,Clear,4,3,1
2012-01-02,2012,January,6,Monday,Spring,Clear,14,14,0
2012-01-02,2012,January,7,Monday,Spring,Clear,16,16,0
2012-01-02,2012,January,8,Monday,Spring,Clear,53,51,2
2012-01-02,2012,January,9,Monday,Spring,Clear,68,53,15
2012-01-02,2012,January,10,Monday,Spring,Clear,109,89,20
2012-01-02,2012,January,11,Monday,Spring,Clear,175,142,33
2012-01-02,2012,January,12,Monday,Spring,Clear,202,161,41
2012-01-02,2012,January,13,Monday,Spring,Clear,176,150,26
2012-01-02,2012,January,14,Monday,Spring,Clear,151,141,10
2012-01-02,2012,January,15,Monday,Spring,Clear,168,139,29
2012-01-02,2012,January,16,Monday,Spring,Clear,154,144,10
2012-01-02,2012,January,17,Monday,Spring,Clear,153,136,17
2012-01-02,2012,January,18,Monday,Spring,Clear,126,113,13
2012-01-02,2012,January,19,Monday,Spring,Clear,93,89,4
2012-01-02,2012,January,20,Monday,Spring,Clear,88,83,5
2012-01-02,2012,January,21,Monday,Spring,Cloudy,66,63,3
2012-01-02,2012,January,22,Monday,Spring,Cloudy,39,36,3
2012-01-02,2012,January,23,Monday,Spring,Clear,34,32,2
2012-01-03,2012,January,0,Tuesday,Spring,Clear,13,13,0
2012-01-03,2012,January,1,Tuesday,Spring,Clear,6,5,1
2012-01-03,2012,January,2,Tuesday,Spring,Clear,3,3,0
2012-01-03,2012,January,3,Tuesday,Spring,Clear,2,2,0
2012-01-03,2012,January,4,Tuesday,Spring,Clear,5,5,0
2012-01-03,2012,January,5,Tuesday,Spring,Clear,12,12,0
2012-01-03,2012,January,6,Tuesday,Spring,Clear,85,81,4
